"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TVP23B2"	1.206305e-08	0.03061265	0.113	0.098	0.0002644703	"MBC"	"TVP23B"
"ING42"	1.258048e-08	0.04292549	0.162	0.145	0.0002758144	"MBC"	"ING4"
"COL9A22"	1.288241e-08	0.02301148	0.042	0.032	0.000282434	"MBC"	"COL9A2"
"GINM11"	1.314055e-08	0.04978698	0.169	0.154	0.0002880935	"MBC"	"GINM1"
"RASA23"	1.328478e-08	0.01239093	0.22	0.2	0.0002912555	"MBC"	"RASA2"
"RPS6KA11"	1.34724e-08	0.03565803	0.2	0.182	0.0002953689	"MBC"	"RPS6KA1"
"ANK34"	1.360867e-08	0.01298028	0.031	0.023	0.0002983565	"MBC"	"ANK3"
"ZNF262"	1.365221e-08	0.03194799	0.064	0.052	0.0002993111	"MBC"	"ZNF26"
"CRYBG2"	1.371551e-08	0.0101673	0.006	0.002	0.0003006988	"MBC"	"CRYBG2"
"TEPSIN1"	1.373098e-08	0.03416703	0.078	0.065	0.0003010381	"MBC"	"TEPSIN"
"IL23A4"	1.387909e-08	0.019678	0.023	0.016	0.0003042852	"MBC"	"IL23A"
"LINC018251"	1.393521e-08	0.009928681	0.006	0.002	0.0003055155	"MBC"	"LINC01825"
"SAMD121"	1.401976e-08	0.028888	0.047	0.037	0.0003073693	"MBC"	"SAMD12"
"AC147067.11"	1.408593e-08	0.01700019	0.022	0.015	0.0003088199	"MBC"	"AC147067.1"
"FUT8-AS11"	1.427075e-08	0.0254099	0.025	0.017	0.0003128719	"MBC"	"FUT8-AS1"
"KISS1R1"	1.428193e-08	0.01189453	0.007	0.004	0.0003131171	"MBC"	"KISS1R"
"THAP72"	1.438402e-08	0.0301365	0.157	0.141	0.0003153552	"MBC"	"THAP7"
"ZNF3291"	1.477662e-08	0.01316417	0.028	0.02	0.0003239627	"MBC"	"ZNF329"
"AC092295.2"	1.539596e-08	0.01072417	0.01	0.006	0.0003375411	"MBC"	"AC092295.2"
"LETM21"	1.542693e-08	0.02836414	0.03	0.022	0.00033822	"MBC"	"LETM2"
"SLC37A11"	1.546227e-08	0.03675587	0.098	0.084	0.0003389947	"MBC"	"SLC37A1"
"MAP2K51"	1.57929e-08	0.02061033	0.077	0.064	0.0003462435	"MBC"	"MAP2K5"
"AC025164.11"	1.606739e-08	0.01903602	0.305	0.28	0.0003522615	"MBC"	"AC025164.1"
"GBP47"	1.663591e-08	0.03626275	0.107	0.091	0.0003647258	"MBC"	"GBP4"
"DNAJB142"	1.675756e-08	0.001926664	0.229	0.207	0.0003673928	"MBC"	"DNAJB14"
"CYHR13"	1.692233e-08	0.03616246	0.098	0.084	0.0003710053	"MBC"	"CYHR1"
"ZNF912"	1.70823e-08	0.04027232	0.115	0.1	0.0003745123	"MBC"	"ZNF91"
"MIR181A2HG1"	1.7429e-08	0.01013219	0.013	0.008	0.0003821133	"MBC"	"MIR181A2HG"
"CRBN3"	1.810886e-08	0.02583445	0.177	0.16	0.0003970187	"MBC"	"CRBN"
"ZNF785"	1.821126e-08	0.02519619	0.021	0.014	0.0003992637	"MBC"	"ZNF785"
"SDCCAG82"	1.866657e-08	0.03902804	0.201	0.184	0.000409246	"MBC"	"SDCCAG8"
"TNFSF136"	1.921322e-08	0.01125677	0.034	0.025	0.0004212306	"MBC"	"TNFSF13"
"RNPC31"	1.951028e-08	0.027561	0.151	0.134	0.0004277433	"MBC"	"RNPC3"
"SLC2A1-AS1"	1.954504e-08	0.01144754	0.008	0.004	0.0004285054	"MBC"	"SLC2A1-AS1"
"ZNF7361"	2.038221e-08	0.02785496	0.082	0.069	0.0004468595	"MBC"	"ZNF736"
"CDPF11"	2.050576e-08	0.03540034	0.05	0.039	0.0004495683	"MBC"	"CDPF1"
"AP1B13"	2.095634e-08	0.008792771	0.256	0.236	0.0004594469	"MBC"	"AP1B1"
"AC123023.1"	2.177823e-08	0.009424571	0.005	0.002	0.0004774659	"MBC"	"AC123023.1"
"RRP152"	2.182029e-08	0.04323225	0.123	0.108	0.0004783881	"MBC"	"RRP15"
"SEMA4F1"	2.252743e-08	0.01346839	0.018	0.012	0.0004938913	"MBC"	"SEMA4F"
"AC004982.2"	2.282781e-08	0.01856872	0.023	0.016	0.0005004768	"MBC"	"AC004982.2"
"AL138895.1"	2.292958e-08	0.009336556	0.007	0.004	0.0005027082	"MBC"	"AL138895.1"
"ZDHHC232"	2.307778e-08	0.01837562	0.016	0.01	0.0005059573	"MBC"	"ZDHHC23"
"PIBF12"	2.317038e-08	0.02678657	0.131	0.115	0.0005079875	"MBC"	"PIBF1"
"AC008393.11"	2.340217e-08	0.01164762	0.008	0.004	0.0005130692	"MBC"	"AC008393.1"
"PRKCZ1"	2.393731e-08	0.01998102	0.051	0.041	0.0005248015	"MBC"	"PRKCZ"
"PHYKPL2"	2.393839e-08	0.01430483	0.273	0.25	0.0005248252	"MBC"	"PHYKPL"
"RNF311"	2.411024e-08	0.02485828	0.04	0.031	0.0005285929	"MBC"	"RNF31"
"PLCB24"	2.448393e-08	0.0241212	0.088	0.074	0.0005367858	"MBC"	"PLCB2"
"C1orf220"	2.527041e-08	0.03189951	0.02	0.013	0.0005540284	"MBC"	"C1orf220"
"AC034236.2"	2.549942e-08	0.02457304	0.032	0.023	0.0005590492	"MBC"	"AC034236.2"
"CD583"	2.56568e-08	0.03417083	0.136	0.12	0.0005624996	"MBC"	"CD58"
"AC018742.1"	2.601098e-08	0.003971867	0.002	0	0.0005702647	"MBC"	"AC018742.1"
"TMEM1821"	2.640563e-08	0.02216943	0.028	0.02	0.000578917	"MBC"	"TMEM182"
"MRVI1-AS12"	2.680727e-08	0.01399493	0.018	0.012	0.0005877226	"MBC"	"MRVI1-AS1"
"AC011481.2"	2.703528e-08	0.007721547	0.006	0.003	0.0005927215	"MBC"	"AC011481.2"
"FCHO24"	2.718143e-08	0.007536525	0.008	0.005	0.0005959257	"MBC"	"FCHO2"
"LINC00539"	2.747474e-08	0.03393883	0.038	0.029	0.0006023563	"MBC"	"LINC00539"
"CWF19L21"	2.766116e-08	0.03152717	0.134	0.118	0.0006064432	"MBC"	"CWF19L2"
"AC009495.32"	2.780946e-08	0.01415569	0.012	0.007	0.0006096946	"MBC"	"AC009495.3"
"LILRB15"	2.967876e-08	0.03776804	0.153	0.137	0.0006506771	"MBC"	"LILRB1"
"MTCH13"	2.992513e-08	0.02708977	0.289	0.27	0.0006560786	"MBC"	"MTCH1"
"SLC38A51"	3.131985e-08	0.02077925	0.029	0.021	0.0006866565	"MBC"	"SLC38A5"
"UNC13D1"	3.166817e-08	0.03553418	0.143	0.127	0.000694293	"MBC"	"UNC13D"
"SNX82"	3.306712e-08	0.01667171	0.189	0.172	0.0007249636	"MBC"	"SNX8"
"NUMBL"	3.325468e-08	0.01617594	0.015	0.009	0.0007290755	"MBC"	"NUMBL"
"AC093495.11"	3.428521e-08	0.008296458	0.006	0.003	0.000751669	"MBC"	"AC093495.1"
"TXNDC122"	3.445615e-08	0.02557481	0.222	0.204	0.0007554166	"MBC"	"TXNDC12"
"ZC3H11A1"	3.46911e-08	0.03427462	0.091	0.077	0.0007605678	"MBC"	"ZC3H11A"
"CEP831"	3.61183e-08	0.02980416	0.066	0.055	0.0007918575	"MBC"	"CEP83"
"ZNF606"	3.682236e-08	0.02144421	0.049	0.039	0.0008072934	"MBC"	"ZNF606"
"LKAAEAR14"	3.722448e-08	0.01077957	0.006	0.003	0.0008161094	"MBC"	"LKAAEAR1"
"ZNF8521"	3.733651e-08	0.02196134	0.024	0.017	0.0008185655	"MBC"	"ZNF852"
"BMPR26"	3.767754e-08	0.01675663	0.034	0.025	0.0008260424	"MBC"	"BMPR2"
"CUL1"	3.802546e-08	0.02175362	0.173	0.157	0.0008336702	"MBC"	"CUL1"
"MARCH93"	3.876861e-08	0.03610275	0.056	0.046	0.0008499631	"MBC"	"MARCH9"
"ZNF649"	3.934674e-08	0.0170322	0.031	0.023	0.0008626379	"MBC"	"ZNF649"
"ZNF354B2"	4.066728e-08	0.02224217	0.029	0.021	0.0008915895	"MBC"	"ZNF354B"
"HARS21"	4.251861e-08	0.0403167	0.089	0.076	0.0009321781	"MBC"	"HARS2"
"MYO7B1"	4.310291e-08	0.006458117	0.043	0.033	0.0009449882	"MBC"	"MYO7B"
"ZNF627"	4.546549e-08	0.01964117	0.047	0.037	0.0009967855	"MBC"	"ZNF627"
"NR1D11"	4.591728e-08	0.00751165	0.021	0.014	0.00100669	"MBC"	"NR1D1"
"PCBP4"	4.903438e-08	0.01519627	0.019	0.013	0.00107503	"MBC"	"PCBP4"
"TINF21"	4.942935e-08	0.004102087	0.269	0.25	0.001083689	"MBC"	"TINF2"
"TMEM120A"	5.010943e-08	0.02837287	0.11	0.096	0.001098599	"MBC"	"TMEM120A"
"ATP6AP16"	5.251305e-08	0.01007705	0.177	0.159	0.001151296	"MBC"	"ATP6AP1"
"N6AMT11"	5.272254e-08	0.02546714	0.034	0.026	0.001155889	"MBC"	"N6AMT1"
"TBC1D171"	5.284425e-08	0.01749239	0.103	0.089	0.001158557	"MBC"	"TBC1D17"
"LINC012682"	5.431024e-08	0.004995798	0.003	0.001	0.001190698	"MBC"	"LINC01268"
"AF117829.11"	5.439687e-08	0.03335667	0.082	0.07	0.001192597	"MBC"	"AF117829.1"
"ZNF2641"	5.44008e-08	0.03157953	0.064	0.053	0.001192683	"MBC"	"ZNF264"
"WBP113"	5.468727e-08	0.01012625	0.251	0.232	0.001198964	"MBC"	"WBP11"
"FAM35A"	5.605724e-08	0.03715847	0.065	0.054	0.001228999	"MBC"	"FAM35A"
"NAGK6"	5.786953e-08	0.02813441	0.152	0.136	0.001268731	"MBC"	"NAGK"
"ZNF2631"	5.898869e-08	0.03447512	0.06	0.049	0.001293268	"MBC"	"ZNF263"
"AC138089.1"	6.084092e-08	0.006815977	0.004	0.001	0.001333876	"MBC"	"AC138089.1"
"PIGL1"	6.192343e-08	0.03044621	0.082	0.069	0.001357609	"MBC"	"PIGL"
"ANKAR1"	6.47919e-08	0.01731227	0.06	0.048	0.001420498	"MBC"	"ANKAR"
"FNDC111"	6.481485e-08	0.01129265	0.005	0.002	0.001421001	"MBC"	"FNDC11"
"AFDN3"	6.542856e-08	0.02649687	0.019	0.013	0.001434456	"MBC"	"AFDN"
"C12orf761"	6.62902e-08	0.01735624	0.091	0.078	0.001453346	"MBC"	"C12orf76"
"ZNF4872"	6.686859e-08	0.01751072	0.033	0.025	0.001466027	"MBC"	"ZNF487"
"STARD32"	7.100246e-08	0.007103226	0.206	0.188	0.001556658	"MBC"	"STARD3"
"INTS6L"	7.110543e-08	0.02092364	0.086	0.073	0.001558915	"MBC"	"INTS6L"
"APBB31"	7.150599e-08	0.0296303	0.055	0.044	0.001567697	"MBC"	"APBB3"
"PIK3C2B1"	7.397651e-08	0.04268916	0.141	0.125	0.001621861	"MBC"	"PIK3C2B"
"CCDC154"	7.552728e-08	0.01288136	0.01	0.005	0.00165586	"MBC"	"CCDC154"
"CEBPB8"	8.020112e-08	0.01442607	0.094	0.081	0.001758329	"MBC"	"CEBPB"
"LRP5L2"	8.071715e-08	0.01737411	0.026	0.019	0.001769643	"MBC"	"LRP5L"
"CEACAM1"	8.360813e-08	0.0120083	0.012	0.007	0.001833025	"MBC"	"CEACAM1"
"LINC01023"	8.49142e-08	0.01487507	0.01	0.006	0.001861659	"MBC"	"LINC01023"
"CD1513"	8.611446e-08	0.01384234	0.068	0.056	0.001887973	"MBC"	"CD151"
"SORD1"	8.639332e-08	0.03193665	0.047	0.037	0.001894087	"MBC"	"SORD"
"PELI3"	8.729227e-08	0.007055161	0.005	0.002	0.001913796	"MBC"	"PELI3"
"ZNF3941"	9.251366e-08	0.01048018	0.171	0.154	0.00202827	"MBC"	"ZNF394"
"AC022706.12"	9.645635e-08	0.02279361	0.027	0.02	0.002114709	"MBC"	"AC022706.1"
"UST2"	9.684269e-08	0.01154778	0.019	0.013	0.002123179	"MBC"	"UST"
"PPP1R2C1"	1.004344e-07	0.04000416	0.012	0.007	0.002201923	"MBC"	"PPP1R2C"
"AL357054.42"	1.021919e-07	0.01030295	0.008	0.004	0.002240456	"MBC"	"AL357054.4"
"NOTCH2NL2"	1.024992e-07	0.01806202	0.02	0.013	0.002247193	"MBC"	"NOTCH2NL"
"MTM1"	1.030039e-07	0.0207847	0.074	0.062	0.002258258	"MBC"	"MTM1"
"CTAGE52"	1.048571e-07	0.03001889	0.141	0.126	0.002298886	"MBC"	"CTAGE5"
"DYRK1B1"	1.053285e-07	0.02157864	0.043	0.034	0.002309223	"MBC"	"DYRK1B"
"WDR351"	1.0631e-07	0.02279216	0.033	0.025	0.002330741	"MBC"	"WDR35"
"AUH"	1.077836e-07	0.03817424	0.072	0.06	0.002363048	"MBC"	"AUH"
"ZNF484"	1.088513e-07	0.01814959	0.047	0.037	0.002386457	"MBC"	"ZNF484"
"MIPEP"	1.097224e-07	0.02090571	0.039	0.03	0.002405553	"MBC"	"MIPEP"
"GATM3"	1.097614e-07	0.05202185	0.085	0.073	0.002406409	"MBC"	"GATM"
"DPH61"	1.107973e-07	0.03302156	0.071	0.06	0.002429119	"MBC"	"DPH6"
"CREBZF1"	1.120768e-07	0.0448373	0.178	0.163	0.002457173	"MBC"	"CREBZF"
"COL4A3BP1"	1.140509e-07	0.02911325	0.155	0.14	0.002500451	"MBC"	"COL4A3BP"
"RCN21"	1.157851e-07	0.009409452	0.275	0.258	0.002538472	"MBC"	"RCN2"
"SMKR11"	1.188634e-07	0.0113877	0.01	0.006	0.002605961	"MBC"	"SMKR1"
"CAMTA22"	1.258944e-07	0.02392809	0.058	0.048	0.00276011	"MBC"	"CAMTA2"
"C3orf381"	1.266886e-07	0.03687693	0.152	0.137	0.002777522	"MBC"	"C3orf38"
"UTS2B1"	1.283293e-07	0.004211113	0.002	0	0.002813491	"MBC"	"UTS2B"
"SUCLG22"	1.349234e-07	0.03005937	0.167	0.152	0.00295806	"MBC"	"SUCLG2"
"ZFP28"	1.355518e-07	0.009113073	0.008	0.005	0.002971837	"MBC"	"ZFP28"
"P4HTM"	1.363359e-07	0.02982754	0.115	0.101	0.002989028	"MBC"	"P4HTM"
"ARHGAP5-AS11"	1.377272e-07	0.008440429	0.004	0.002	0.00301953	"MBC"	"ARHGAP5-AS1"
"CACNA1A1"	1.385877e-07	0.03151577	0.019	0.014	0.003038396	"MBC"	"CACNA1A"
"ZNF6712"	1.460254e-07	0.02704555	0.041	0.032	0.003201461	"MBC"	"ZNF671"
"JDP22"	1.462356e-07	0.04509914	0.041	0.033	0.00320607	"MBC"	"JDP2"
"PIGP2"	1.489179e-07	0.03765289	0.144	0.13	0.003264876	"MBC"	"PIGP"
"KLHL18"	1.508039e-07	0.05792783	0.135	0.122	0.003306224	"MBC"	"KLHL18"
"HDHD33"	1.523557e-07	0.02913612	0.104	0.091	0.003340246	"MBC"	"HDHD3"
"SLC15A34"	1.574215e-07	0.03614344	0.055	0.045	0.003451308	"MBC"	"SLC15A3"
"PDXP"	1.696112e-07	0.00418132	0.022	0.03	0.003718556	"MBC"	"PDXP"
"AF111167.22"	1.706018e-07	0.01010614	0.005	0.003	0.003740274	"MBC"	"AF111167.2"
"MMP24OS2"	1.706736e-07	0.05023655	0.184	0.17	0.003741847	"MBC"	"MMP24OS"
"TNFSF104"	1.720928e-07	0.02607869	0.114	0.1	0.003772962	"MBC"	"TNFSF10"
"COG11"	1.750526e-07	0.03072228	0.066	0.055	0.003837853	"MBC"	"COG1"
"AL137789.1"	1.779341e-07	0.006489779	0.003	0.001	0.003901028	"MBC"	"AL137789.1"
"UXT-AS1"	1.800147e-07	0.007786205	0.006	0.003	0.003946642	"MBC"	"UXT-AS1"
"C2CD51"	1.801022e-07	0.03397187	0.089	0.076	0.00394856	"MBC"	"C2CD5"
"RAB39A1"	1.80235e-07	0.01441703	0.009	0.005	0.003951471	"MBC"	"RAB39A"
"RINL2"	1.878835e-07	0.03392068	0.12	0.106	0.004119157	"MBC"	"RINL"
"MED161"	1.929293e-07	0.02682264	0.134	0.12	0.004229782	"MBC"	"MED16"
"ZNF7491"	1.943262e-07	0.02518706	0.053	0.043	0.004260408	"MBC"	"ZNF749"
"ZNF573"	1.992667e-07	0.01920508	0.021	0.015	0.004368723	"MBC"	"ZNF573"
"ZNFX11"	2.030872e-07	0.01389233	0.117	0.102	0.004452484	"MBC"	"ZNFX1"
"FASTKD22"	2.05725e-07	0.02855741	0.083	0.071	0.004510315	"MBC"	"FASTKD2"
"ZNF142"	2.107707e-07	0.01069388	0.034	0.026	0.004620937	"MBC"	"ZNF14"
"MICAL16"	2.182146e-07	0.02070263	0.185	0.168	0.004784138	"MBC"	"MICAL1"
"ALCAM2"	2.230213e-07	0.04637898	0.091	0.079	0.004889519	"MBC"	"ALCAM"
"TMEM1171"	2.248186e-07	0.01757885	0.069	0.057	0.004928924	"MBC"	"TMEM117"
"FGL24"	2.346923e-07	0.01061814	0.025	0.018	0.005145393	"MBC"	"FGL2"
"EIF3L2"	2.350816e-07	0.00131708	0.767	0.703	0.005153929	"MBC"	"EIF3L"
"CACNA1F3"	2.351346e-07	0.00837575	0.006	0.003	0.005155091	"MBC"	"CACNA1F"
"AC104506.1"	2.477264e-07	0.01051149	0.007	0.004	0.005431153	"MBC"	"AC104506.1"
"TSPAN324"	2.519391e-07	0.01830274	0.05	0.04	0.005523512	"MBC"	"TSPAN32"
"RAB8A1"	2.597869e-07	0.005408614	0.311	0.293	0.005695568	"MBC"	"RAB8A"
"NAT62"	2.626987e-07	0.01565201	0.034	0.026	0.005759406	"MBC"	"NAT6"
"DIRC22"	2.636304e-07	0.02024028	0.038	0.03	0.005779834	"MBC"	"DIRC2"
"ZNF5251"	2.719892e-07	0.01260122	0.032	0.024	0.005963092	"MBC"	"ZNF525"
"STUM"	2.802566e-07	0.004763647	0.003	0.001	0.006144346	"MBC"	"STUM"
"SPX"	2.82704e-07	0.004275513	0.002	0	0.006198002	"MBC"	"SPX"
"TMX22"	2.950146e-07	0.02572581	0.107	0.093	0.0064679	"MBC"	"TMX2"
"THAP7-AS11"	2.992532e-07	0.02020098	0.032	0.024	0.006560828	"MBC"	"THAP7-AS1"
"ZNF833"	3.019951e-07	0.03218881	0.111	0.097	0.00662094	"MBC"	"ZNF83"
"ERGIC13"	3.02081e-07	0.04024508	0.169	0.155	0.006622824	"MBC"	"ERGIC1"
"PLEKHB13"	3.067524e-07	0.00764152	0.033	0.025	0.006725239	"MBC"	"PLEKHB1"
"ZNF3223"	3.12273e-07	0.03993457	0.065	0.054	0.006846273	"MBC"	"ZNF322"
"WHRN2"	3.126007e-07	0.01003897	0.019	0.013	0.006853459	"MBC"	"WHRN"
"GORASP1"	3.133774e-07	0.03746582	0.061	0.051	0.006870486	"MBC"	"GORASP1"
"TMEM2221"	3.141676e-07	0.04475398	0.132	0.119	0.006887811	"MBC"	"TMEM222"
"ZNF773"	3.285092e-07	0.01746957	0.028	0.021	0.007202237	"MBC"	"ZNF773"
"DOCK114"	3.327432e-07	0.02424764	0.106	0.093	0.007295063	"MBC"	"DOCK11"
"NOL61"	3.358618e-07	0.02295144	0.031	0.023	0.007363435	"MBC"	"NOL6"
"TCEAL13"	3.397177e-07	0.0282551	0.045	0.036	0.007447971	"MBC"	"TCEAL1"
"ADCK2"	3.572552e-07	0.04772974	0.068	0.058	0.007832464	"MBC"	"ADCK2"
"INPP5E"	3.612321e-07	0.02667639	0.04	0.031	0.007919652	"MBC"	"INPP5E"
"ABHD101"	3.678968e-07	0.04906741	0.094	0.082	0.00806577	"MBC"	"ABHD10"
"WASHC11"	3.708327e-07	0.01100743	0.262	0.244	0.008130136	"MBC"	"WASHC1"
"PRPF33"	3.777482e-07	0.04433238	0.145	0.131	0.008281752	"MBC"	"PRPF3"
"AC116407.2"	3.966383e-07	0.01931999	0.023	0.016	0.008695898	"MBC"	"AC116407.2"
"SLC25A321"	4.127458e-07	0.02725169	0.172	0.157	0.009049039	"MBC"	"SLC25A32"
"SLC2A112"	4.207312e-07	0.04005084	0.104	0.091	0.00922411	"MBC"	"SLC2A11"
"OSGEPL1"	4.481703e-07	0.02265878	0.038	0.03	0.009825686	"MBC"	"OSGEPL1"
"TMEM56"	4.493899e-07	0.004635719	0.002	0.001	0.009852424	"MBC"	"TMEM56"
"PCYT1A2"	4.542175e-07	0.0327343	0.068	0.057	0.009958265	"MBC"	"PCYT1A"
"ZNF2361"	4.578589e-07	0.03685758	0.07	0.059	0.0100381	"MBC"	"ZNF236"
"RAB4B1"	4.607266e-07	0.02210621	0.057	0.047	0.01010097	"MBC"	"RAB4B"
"GMIP1"	4.697358e-07	0.01186414	0.213	0.196	0.01029849	"MBC"	"GMIP"
"ZRANB22"	4.754094e-07	0.01866068	0.358	0.341	0.01042288	"MBC"	"ZRANB2"
"C20orf1946"	5.039264e-07	0.008722618	0.01	0.006	0.01104808	"MBC"	"C20orf194"
"POU6F1"	5.081844e-07	0.01208511	0.01	0.006	0.01114143	"MBC"	"POU6F1"
"SLC38A10"	5.149058e-07	0.03938935	0.176	0.161	0.01128879	"MBC"	"SLC38A10"
"ZNF7632"	5.178744e-07	0.016875	0.017	0.012	0.01135388	"MBC"	"ZNF763"
"ARIH12"	5.548869e-07	0.0261268	0.133	0.119	0.01216534	"MBC"	"ARIH1"
"ZNF780B1"	5.589845e-07	0.02373335	0.05	0.041	0.01225518	"MBC"	"ZNF780B"
"ZNF8625"	5.654527e-07	0.01270306	0.055	0.045	0.01239699	"MBC"	"ZNF862"
"APH1B3"	5.782365e-07	0.02753964	0.08	0.069	0.01267726	"MBC"	"APH1B"
"BCL7B2"	5.811646e-07	0.02477693	0.22	0.206	0.01274145	"MBC"	"BCL7B"
"CYP20A11"	5.846813e-07	0.024451	0.096	0.084	0.01281855	"MBC"	"CYP20A1"
"RNF1112"	5.887435e-07	0.03130904	0.129	0.115	0.01290761	"MBC"	"RNF111"
"TAOK32"	5.897817e-07	0.005762358	0.313	0.294	0.01293038	"MBC"	"TAOK3"
"SLC25A42"	6.209355e-07	0.05163541	0.058	0.049	0.01361339	"MBC"	"SLC25A42"
"PDCD4-AS14"	6.268707e-07	0.006161239	0.058	0.047	0.01374351	"MBC"	"PDCD4-AS1"
"ANKZF11"	6.423298e-07	0.03153342	0.127	0.113	0.01408244	"MBC"	"ANKZF1"
"JADE21"	6.455845e-07	0.02439952	0.119	0.105	0.01415379	"MBC"	"JADE2"
"OTUD6B-AS13"	6.520518e-07	0.03121839	0.198	0.183	0.01429558	"MBC"	"OTUD6B-AS1"
"AC005342.21"	6.595229e-07	0.002852509	0.002	0	0.01445938	"MBC"	"AC005342.2"
"POFUT2"	6.659122e-07	0.01583509	0.048	0.039	0.01459946	"MBC"	"POFUT2"
"LY964"	6.832678e-07	0.02508441	0.156	0.141	0.01497996	"MBC"	"LY96"
"SUPV3L13"	6.848429e-07	0.01900969	0.117	0.104	0.0150145	"MBC"	"SUPV3L1"
"ZNF1602"	7.21577e-07	0.0219178	0.093	0.081	0.01581985	"MBC"	"ZNF160"
"LRPPRC1"	7.436695e-07	0.02565106	0.216	0.2	0.01630421	"MBC"	"LRPPRC"
"EPS15L11"	7.493397e-07	0.02973266	0.151	0.137	0.01642852	"MBC"	"EPS15L1"
"SYS1-DBNDD2"	7.57437e-07	0.007733996	0.007	0.004	0.01660605	"MBC"	"SYS1-DBNDD2"
"ACO2"	7.659839e-07	0.01390909	0.279	0.264	0.01679343	"MBC"	"ACO2"
"IFI351"	7.707743e-07	0.0366818	0.175	0.16	0.01689846	"MBC"	"IFI35"
"ACCS1"	7.905176e-07	0.02532558	0.04	0.031	0.01733131	"MBC"	"ACCS"
"EXOC8"	8.101656e-07	0.02595384	0.056	0.046	0.01776207	"MBC"	"EXOC8"
"AC006299.1"	8.159141e-07	0.006797846	0.005	0.003	0.0178881	"MBC"	"AC006299.1"
"RAP2C1"	8.354823e-07	0.01502338	0.131	0.117	0.01831711	"MBC"	"RAP2C"
"NDUFAF41"	8.448915e-07	0.02380877	0.169	0.154	0.0185234	"MBC"	"NDUFAF4"
"RNF1451"	8.480591e-07	0.02416436	0.223	0.206	0.01859285	"MBC"	"RNF145"
"ERC11"	8.49513e-07	0.0412333	0.083	0.072	0.01862472	"MBC"	"ERC1"
"GNPDA21"	8.589738e-07	0.0204011	0.055	0.046	0.01883214	"MBC"	"GNPDA2"
"NHLRC32"	8.609583e-07	0.03925888	0.131	0.118	0.01887565	"MBC"	"NHLRC3"
"TMEM2161"	8.712988e-07	0.0248864	0.116	0.103	0.01910236	"MBC"	"TMEM216"
"DGAT24"	8.843178e-07	0.01740806	0.017	0.012	0.01938778	"MBC"	"DGAT2"
"CHD1L1"	8.865984e-07	0.04147609	0.129	0.117	0.01943778	"MBC"	"CHD1L"
"CYB5R41"	8.963969e-07	0.02413013	0.204	0.189	0.01965261	"MBC"	"CYB5R4"
"TSEN21"	9.076719e-07	0.02068777	0.032	0.025	0.0198998	"MBC"	"TSEN2"
"AC020914.1"	9.288383e-07	0.006200228	0.004	0.002	0.02036385	"MBC"	"AC020914.1"
"PHKB2"	9.294531e-07	0.04572928	0.154	0.141	0.02037733	"MBC"	"PHKB"
"ZKSCAN3"	9.407348e-07	0.01465495	0.017	0.012	0.02062467	"MBC"	"ZKSCAN3"
"TMEM140"	9.47033e-07	0.02122375	0.057	0.047	0.02076275	"MBC"	"TMEM140"
"LTBP32"	9.582776e-07	0.002765374	0.135	0.121	0.02100928	"MBC"	"LTBP3"
"AC022239.1"	9.764537e-07	0.003028285	0.025	0.018	0.02140777	"MBC"	"AC022239.1"
"SPG212"	9.809139e-07	0.002463604	0.286	0.268	0.02150556	"MBC"	"SPG21"
"CAHM3"	9.935752e-07	0.01012999	0.009	0.005	0.02178314	"MBC"	"CAHM"
"ZBTB12"	1.014365e-06	0.0004034078	0.212	0.194	0.02223894	"MBC"	"ZBTB1"
"AL583722.1"	1.064823e-06	0.003048771	0.001	0	0.02334518	"MBC"	"AL583722.1"
"ZNF227"	1.074843e-06	0.02075671	0.052	0.043	0.02356487	"MBC"	"ZNF227"
"ABCB71"	1.077379e-06	0.02275726	0.162	0.148	0.02362046	"MBC"	"ABCB7"
"PPP1R212"	1.098377e-06	0.0273081	0.103	0.091	0.02408083	"MBC"	"PPP1R21"
"PSD42"	1.112795e-06	0.009216369	0.195	0.178	0.02439692	"MBC"	"PSD4"
"GEMIN41"	1.159204e-06	0.03993285	0.052	0.043	0.02541439	"MBC"	"GEMIN4"
"GMDS-AS12"	1.171176e-06	0.03736731	0.085	0.074	0.02567686	"MBC"	"GMDS-AS1"
"ARL10"	1.209047e-06	0.01884085	0.022	0.016	0.02650714	"MBC"	"ARL10"
"TRIM731"	1.21348e-06	0.0255901	0.055	0.045	0.02660434	"MBC"	"TRIM73"
"GNL3L1"	1.22894e-06	0.02985771	0.082	0.07	0.02694328	"MBC"	"GNL3L"
"GLI4"	1.259481e-06	0.03073044	0.045	0.037	0.02761285	"MBC"	"GLI4"
"UTP61"	1.275874e-06	0.03146151	0.171	0.158	0.02797227	"MBC"	"UTP6"
"MINDY23"	1.278699e-06	0.02188264	0.091	0.079	0.0280342	"MBC"	"MINDY2"
"NDRG31"	1.284105e-06	0.01511516	0.103	0.09	0.02815272	"MBC"	"NDRG3"
"AMOT"	1.304827e-06	0.01018222	0.008	0.005	0.02860703	"MBC"	"AMOT"
"ZCCHC181"	1.311988e-06	0.00880018	0.024	0.017	0.02876404	"MBC"	"ZCCHC18"
"AC092802.1"	1.320363e-06	0.004381126	0.002	0.001	0.02894764	"MBC"	"AC092802.1"
"YME1L11"	1.348268e-06	0.01228448	0.331	0.314	0.02955943	"MBC"	"YME1L1"
